NTDID,Agency,MODE,TOS,Active,HQ City,HQ State,UZA,UZAName,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
3073,Virginia Railway Express,CR,PT,Active,Alexandria,DC,8,"Washington, DC-VA-MD","1,157","3,933,920",730,"680,400",2010,6,2010,"120,532,093","4,016,589",30.0,"$30,019,730","$52,411,450",$13.00,$7.50
3074,Harford Transit,DR,DO,Active,Abingdon,MD,173,"Aberdeen-Havre de Grace-Bel Air, MD",102,"174,598",133,"218,590",2010,6,2010,"397,314","36,968",10.7,"$40,897","$1,240,441",$33.60,$1.10
3074,Harford Transit,MB,DO,Active,Abingdon,MD,173,"Aberdeen-Havre de Grace-Bel Air, MD",102,"174,598",133,"218,590",2010,6,2010,"2,164,985","261,015",8.3,"$186,192","$1,719,363",$6.60,$0.70
3075,Delaware Transit Corporation,DR,DO,Active,Dover,PA,4,"Philadelphia, PA-NJ-DE-MD","1,800","5,149,079","1,954","885,122",2010,6,2010,"11,397,588","913,705",12.5,"$1,502,668","$45,534,731",$49.80,$1.60
3075,Delaware Transit Corporation,DR,PT,Active,Dover,PA,4,"Philadelphia, PA-NJ-DE-MD","1,800","5,149,079","1,954","885,122",2010,6,2010,"354,357","30,584",11.6,"$13,073","$1,415,369",$46.30,$0.40
3075,Delaware Transit Corporation,MB,DO,Active,Dover,PA,4,"Philadelphia, PA-NJ-DE-MD","1,800","5,149,079","1,954","885,122",2010,6,2010,"56,323,552","8,987,159",6.3,"$6,025,268","$41,863,879",$4.70,$0.70
3075,Delaware Transit Corporation,MB,PT,Active,Dover,PA,4,"Philadelphia, PA-NJ-DE-MD","1,800","5,149,079","1,954","885,122",2010,6,2010,"2,558,322","231,073",11.1,"$224,196","$4,217,650",$18.30,$1.00
3076,Williamsburg Area Transit Authority,DR,DO,Active,Williamsburg,VA,27,"Virginia Beach, VA",527,"1,394,439",144,"57,000",2010,6,2010,"33,732","4,685",7.2,"$4,156","$381,781",$81.50,$0.90
3076,Williamsburg Area Transit Authority,MB,DO,Active,Williamsburg,VA,27,"Virginia Beach, VA",527,"1,394,439",144,"57,000",2010,6,2010,"4,266,676","969,699",4.4,"$380,274","$3,943,972",$4.10,$0.40
3076,Williamsburg Area Transit Authority,MB,PT,Active,Williamsburg,VA,27,"Virginia Beach, VA",527,"1,394,439",144,"57,000",2010,6,2010,"1,460,333","1,825,416",0.8,"$43,423","$1,605,965",$0.90,$0.00
3078,Southwestern Pennsylvania Commission,VP,PT,Active,Pittsburgh,PA,22,"Pittsburgh, PA",852,"1,753,136",763,"1,613,019",2010,6,2010,"5,865,255","201,195",29.2,"$538,984","$1,281,121",$6.40,$2.70
3079,Fredericksburg Regional Transit,MB,DO,Active,Fredericksburg,VA,264,"Fredericksburg, VA",65,"97,102",242,"113,716",2010,6,2010,"3,130,813","512,408",6.1,"$271,610","$3,271,017",$6.40,$0.50
3080,Arlington Transit - Arlington County,DR,PT,Active,Arlington,DC,8,"Washington, DC-VA-MD","1,157","3,933,920",26,"210,000",2010,6,2010,"255,354","25,842",9.9,"$42,936","$1,003,271",$38.80,$1.70
3080,Arlington Transit - Arlington County,DT,PT,Active,Arlington,DC,8,"Washington, DC-VA-MD","1,157","3,933,920",26,"210,000",2010,6,2010,"212,901","71,926",3.0,"$298,776","$1,726,753",$24.00,$4.20
3080,Arlington Transit - Arlington County,MB,PT,Active,Arlington,DC,8,"Washington, DC-VA-MD","1,157","3,933,920",26,"210,000",2010,6,2010,"3,383,683","1,990,402",1.7,"$1,316,496","$6,583,860",$3.30,$0.70
3081,Loudoun County Commuter Bus Service - Office of Transportation Services,MB,PT,Active,Leesburg,DC,8,"Washington, DC-VA-MD","1,157","3,933,920",517,"310,000",2010,6,2010,"31,371,486","967,957",32.4,"$5,643,932","$6,461,873",$6.70,$5.80
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",DR,DO,Active,Hampton,VA,27,"Virginia Beach, VA",527,"1,394,439",369,"1,210,588",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",DR,PT,Active,Hampton,VA,27,"Virginia Beach, VA",527,"1,394,439",369,"1,210,588",2010,6,2010,"3,463,920","308,683",11.2,"$723,128","$8,626,163",$27.90,$2.30
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",DT,PT,Active,Hampton,VA,27,"Virginia Beach, VA",527,"1,394,439",369,"1,210,588",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",FB,PT,Active,Hampton,VA,27,"Virginia Beach, VA",527,"1,394,439",369,"1,210,588",2010,6,2010,"161,070","318,677",0.5,"$395,541","$907,488",$2.80,$1.20
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",LR,DO,Active,Hampton,VA,27,"Virginia Beach, VA",527,"1,394,439",369,"1,210,588",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",MB,DO,Active,Hampton,VA,27,"Virginia Beach, VA",527,"1,394,439",369,"1,210,588",2010,6,2010,"98,754,062","15,048,107",6.6,"$13,636,873","$62,173,616",$4.10,$0.90
3083,"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",VP,DO,Active,Hampton,VA,27,"Virginia Beach, VA",527,"1,394,439",369,"1,210,588",2010,6,2010,"6,025,671","171,717",35.1,"$720,414","$893,567",$5.20,$4.20
3084,University of Pittsburgh,VP,DO,Inactive,,,,,0,0,0,0,2005,0,0,0,0,0.0,$0,$0,$0.00,$0.00
3085,Prince George's County Transit,DR,DO,Active,Largo,DC,8,"Washington, DC-VA-MD","1,157","3,933,920",487,"847,000",2010,6,2010,"1,465,886","173,068",8.5,"$24,683","$3,360,774",$19.40,$0.10
3085,Prince George's County Transit,MB,PT,Active,Largo,DC,8,"Washington, DC-VA-MD","1,157","3,933,920",487,"847,000",2010,6,2010,"32,231,198","3,447,187",9.3,"$1,820,334","$19,370,780",$5.60,$0.50
3087,Fayette Area Coordinated Transportation,DR,DO,Active,Lemont Furnace,PA,389,"Uniontown-Connellsville, PA",45,"58,442",812,"148,644",2010,6,2010,"474,032","53,405",8.9,"$131,496","$977,540",$18.30,$2.50
3087,Fayette Area Coordinated Transportation,DR,PT,Active,Lemont Furnace,PA,389,"Uniontown-Connellsville, PA",45,"58,442",812,"148,644",2010,6,2010,"320,754","67,308",4.8,"$20,853","$1,453,240",$21.60,$0.30
3087,Fayette Area Coordinated Transportation,MB,DO,Active,Lemont Furnace,PA,389,"Uniontown-Connellsville, PA",45,"58,442",812,"148,644",2010,6,2010,"590,800","22,384",26.4,"$83,337","$521,293",$23.30,$3.70
3087,Fayette Area Coordinated Transportation,MB,PT,Active,Lemont Furnace,PA,389,"Uniontown-Connellsville, PA",45,"58,442",812,"148,644",2010,6,2010,"794,380","94,569",8.4,"$60,910","$1,249,734",$13.20,$0.60
3088,"County Commissioners of Charles County, MD",DR,PT,Active,Port Tobacco,MD,324,"St. Charles, MD",46,"74,765",458,"120,564",2010,6,2010,"330,613","30,193",10.9,"$11,435","$980,689",$32.50,$0.40
3088,"County Commissioners of Charles County, MD",MB,PT,Active,Port Tobacco,MD,324,"St. Charles, MD",46,"74,765",458,"120,564",2010,6,2010,"4,640,130","562,440",8.3,"$324,714","$4,079,548",$7.30,$0.60
3089,Monongalia County Urban Mass Transit Authority,DR,DO,Active,Morgantown,WV,408,"Morgantown, WV",34,"55,997",201,"73,278",2010,6,2010,"121,380","11,488",10.6,"$119,191","$270,388",$23.50,$10.40
3089,Monongalia County Urban Mass Transit Authority,MB,DO,Active,Morgantown,WV,408,"Morgantown, WV",34,"55,997",201,"73,278",2010,6,2010,"923,933","905,817",1.0,"$1,298,057","$3,114,789",$3.40,$1.40
3091,Blacksburg Transit,DR,DO,Active,Blacksburg,VA,402,"Blacksburg, VA",26,"57,236",28,"56,260",2010,6,2010,"52,269","19,253",2.7,"$12,636","$626,575",$32.50,$0.70
3091,Blacksburg Transit,MB,DO,Active,Blacksburg,VA,402,"Blacksburg, VA",26,"57,236",28,"56,260",2010,6,2010,"6,534,501","3,363,824",1.9,"$2,279,545","$4,425,333",$1.30,$0.70
3092,Carroll County Bureau of Aging and Disabilities,DR,PT,Active,Westminster,MD,361,"Westminster, MD",53,"65,034",570,"206,278",2010,6,2010,"1,198,798","131,736",9.1,"$387,878","$1,332,109",$10.10,$2.90
3092,Carroll County Bureau of Aging and Disabilities,MB,PT,Active,Westminster,MD,361,"Westminster, MD",53,"65,034",570,"206,278",2010,6,2010,"65,127","11,572",5.6,"$9,416","$284,984",$24.60,$0.80
3094,City of Harrisonburg Department of Public Transportation,DR,DO,Active,Harrisonburg,VA,431,"Harrisonburg, VA",27,"52,647",17,"47,731",2010,6,2010,"73,624","18,592",4.0,"$105,774","$445,600",$24.00,$5.70
3094,City of Harrisonburg Department of Public Transportation,DR,PT,Active,Harrisonburg,VA,431,"Harrisonburg, VA",27,"52,647",17,"47,731",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
3094,City of Harrisonburg Department of Public Transportation,DT,PT,Active,Harrisonburg,VA,431,"Harrisonburg, VA",27,"52,647",17,"47,731",2010,6,2010,"6,713","2,403",2.8,"$2,774","$27,398",$11.40,$1.20
3094,City of Harrisonburg Department of Public Transportation,MB,DO,Active,Harrisonburg,VA,431,"Harrisonburg, VA",27,"52,647",17,"47,731",2010,6,2010,"4,972,064","1,841,505",2.7,"$1,261,326","$2,472,686",$1.30,$0.70
3095,County of Lebanon Transit Authority,CB,DO,Active,Lebanon,PA,366,"Lebanon, PA",30,"63,681",362,"120,327",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
3095,County of Lebanon Transit Authority,DR,DO,Active,Lebanon,PA,366,"Lebanon, PA",30,"63,681",362,"120,327",2010,6,2010,"354,584","59,647",5.9,"$931,054","$998,330",$16.70,$15.60
3095,County of Lebanon Transit Authority,MB,DO,Active,Lebanon,PA,366,"Lebanon, PA",30,"63,681",362,"120,327",2010,6,2010,"2,341,580","291,604",8.0,"$301,672","$2,323,934",$8.00,$1.00
3096,The Tri--County Council for the Lower Eastern Shore of Maryland,DR,DO,Active,Snow Hill,MD,383,"Salisbury, MD-DE",43,"59,426","1,177","164,997",2010,6,2010,"1,318,491","81,065",16.3,"$833,109","$2,243,209",$27.70,$10.30
3096,The Tri--County Council for the Lower Eastern Shore of Maryland,DT,PT,Active,Snow Hill,MD,383,"Salisbury, MD-DE",43,"59,426","1,177","164,997",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
3096,The Tri--County Council for the Lower Eastern Shore of Maryland,MB,DO,Active,Snow Hill,MD,383,"Salisbury, MD-DE",43,"59,426","1,177","164,997",2010,6,2010,"1,339,475","299,624",4.5,"$759,058","$3,543,582",$11.80,$2.50
3099,City of Winchester,DR,DO,Active,Winchester,VA,420,"Winchester, VA",33,"53,559",9,"26,000",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
3099,City of Winchester,MB,DO,Active,Winchester,VA,420,"Winchester, VA",33,"53,559",9,"26,000",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
3101,City of Washington,DR,PT,Active,Washington,PA,22,"Pittsburgh, PA",852,"1,753,136",33,"61,634",2010,6,2010,"11,422","4,278",2.7,"$7,487","$175,195",$41.00,$1.80
3101,City of Washington,MB,PT,Active,Washington,PA,22,"Pittsburgh, PA",852,"1,753,136",33,"61,634",2010,6,2010,"413,024","40,853",10.1,"$62,390","$806,269",$19.70,$1.50
3102,"Martz Trailways, Poconos",MB,DO,Inactive,Wilkes Barre,NY,1,"New York-Newark, NY-NJ-CT","3,353","17,799,861",10,10,2009,12,2009,,,0.0,,$0,$0.00,$0.00
3103,"Martz Group, National Coach Works of Virginia",MB,DO,Active,Fredericksburg,DC,8,"Washington, DC-VA-MD","1,157","3,933,920","1,394","315,387",2010,12,2010,"9,317,369","206,213",45.2,"$2,072,307","$2,265,787",$11.00,$10.00
4001,Chattanooga Area Regional Transportation Authority,DR,DO,Active,Chattanooga,TN,90,"Chattanooga, TN-GA",290,"343,509",289,"155,554",2010,6,2010,"308,667","46,083",6.7,"$119,096","$991,885",$21.50,$2.60
4001,Chattanooga Area Regional Transportation Authority,DR,PT,Active,Chattanooga,TN,90,"Chattanooga, TN-GA",290,"343,509",289,"155,554",2010,6,2010,"128,523","26,985",4.8,"$35,300","$291,803",$10.80,$1.30
4001,Chattanooga Area Regional Transportation Authority,IP,DO,Active,Chattanooga,TN,90,"Chattanooga, TN-GA",290,"343,509",289,"155,554",2010,6,2010,"357,459","357,459",1.0,"$2,141,962","$1,102,150",$3.10,$6.00
4001,Chattanooga Area Regional Transportation Authority,MB,DO,Active,Chattanooga,TN,90,"Chattanooga, TN-GA",290,"343,509",289,"155,554",2010,6,2010,"9,328,005","2,631,013",3.5,"$1,738,173","$13,258,942",$5.00,$0.70
4002,Knoxville Area Transit,DR,DO,Active,Knoxville,TN,78,"Knoxville, TN",339,"419,830",104,"185,100",2010,6,2010,"354,369","49,591",7.1,"$94,813","$1,605,393",$32.40,$1.90
4002,Knoxville Area Transit,MB,DO,Active,Knoxville,TN,78,"Knoxville, TN",339,"419,830",104,"185,100",2010,6,2010,"11,893,390","2,988,289",4.0,"$1,137,240","$14,266,460",$4.80,$0.40
4003,Memphis Area Transit Authority,DR,DO,Active,Memphis,TN,39,"Memphis, TN-MS-AR",400,"972,091",288,"888,627",2010,6,2010,"2,645,276","235,966",11.2,"$480,965","$5,694,519",$24.10,$2.00
4003,Memphis Area Transit Authority,LR,DO,Active,Memphis,TN,39,"Memphis, TN-MS-AR",400,"972,091",288,"888,627",2010,6,2010,"917,815","1,154,848",0.8,"$767,616","$4,140,170",$3.60,$0.70
4003,Memphis Area Transit Authority,MB,DO,Active,Memphis,TN,39,"Memphis, TN-MS-AR",400,"972,091",288,"888,627",2010,6,2010,"54,460,560","10,114,033",5.4,"$7,930,949","$42,739,338",$4.20,$0.80
4003,Memphis Area Transit Authority,SR,DO,Active,Memphis,TN,39,"Memphis, TN-MS-AR",400,"972,091",288,"888,627",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4004,Metropolitan Transit Authority,DR,DO,Active,Nashville,TN,48,"Nashville-Davidson, TN",431,"749,935",484,"613,856",2010,6,2010,"2,999,243","247,173",12.1,"$608,692","$12,355,783",$50.00,$2.50
4004,Metropolitan Transit Authority,DR,PT,Active,Nashville,TN,48,"Nashville-Davidson, TN",431,"749,935",484,"613,856",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4004,Metropolitan Transit Authority,DT,PT,Active,Nashville,TN,48,"Nashville-Davidson, TN",431,"749,935",484,"613,856",2010,6,2010,"781,631","71,555",10.9,"$1,070,112","$2,518,612",$35.20,$15.00
4004,Metropolitan Transit Authority,MB,DO,Active,Nashville,TN,48,"Nashville-Davidson, TN",431,"749,935",484,"613,856",2010,6,2010,"43,852,632","8,623,771",5.1,"$7,408,947","$33,795,165",$3.90,$0.90
4005,Asheville Transit System,DR,DO,Active,Asheville,NC,137,"Asheville, NC",207,"221,570",45,"72,789",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4005,Asheville Transit System,DR,PT,Active,Asheville,NC,137,"Asheville, NC",207,"221,570",45,"72,789",2010,6,2010,"234,600","24,968",9.4,"$48,572","$298,149",$11.90,$1.90
4005,Asheville Transit System,MB,DO,Active,Asheville,NC,137,"Asheville, NC",207,"221,570",45,"72,789",2010,6,2010,"7,046,783","1,538,599",4.6,"$780,103","$4,656,935",$3.00,$0.50
4006,Cape Fear Public Transportation Authority,DR,DO,Active,Wilmington,NC,179,"Wilmington, NC",119,"161,149",32,"55,530",2010,6,2010,"644,783","70,187",9.2,"$763,845","$1,254,277",$17.90,$10.90
4006,Cape Fear Public Transportation Authority,MB,DO,Active,Wilmington,NC,179,"Wilmington, NC",119,"161,149",32,"55,530",2010,6,2010,"2,670,564","1,352,235",2.0,"$740,118","$5,230,372",$3.90,$0.50
4006,Cape Fear Public Transportation Authority,MB,PT,Active,Wilmington,NC,179,"Wilmington, NC",119,"161,149",32,"55,530",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4006,Cape Fear Public Transportation Authority,TB,DO,Active,Wilmington,NC,179,"Wilmington, NC",119,"161,149",32,"55,530",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4007,Capital Area Transit,DR,DO,Active,Raleigh,NC,66,"Raleigh, NC",320,"541,527",125,"347,729",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4007,Capital Area Transit,DR,PT,Active,Raleigh,NC,66,"Raleigh, NC",320,"541,527",125,"347,729",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4007,Capital Area Transit,DT,PT,Active,Raleigh,NC,66,"Raleigh, NC",320,"541,527",125,"347,729",2010,6,2010,"3,540,136","406,902",8.7,"$704,515","$7,484,635",$18.40,$1.70
4007,Capital Area Transit,MB,DO,Active,Raleigh,NC,66,"Raleigh, NC",320,"541,527",125,"347,729",2010,6,2010,"20,538,090","5,236,722",3.9,"$2,505,519","$16,619,118",$3.20,$0.50
4008,Charlotte Area Transit System,DR,DO,Active,Charlotte,NC,47,"Charlotte, NC-SC",435,"758,927",445,"758,927",2010,6,2010,"2,293,731","234,002",9.8,"$568,525","$7,662,793",$32.70,$2.40
4008,Charlotte Area Transit System,DR,PT,Active,Charlotte,NC,47,"Charlotte, NC-SC",435,"758,927",445,"758,927",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4008,Charlotte Area Transit System,LR,DO,Active,Charlotte,NC,47,"Charlotte, NC-SC",435,"758,927",445,"758,927",2010,6,2010,"17,122,885","3,250,020",5.3,"$3,211,891","$16,042,893",$4.90,$1.00
4008,Charlotte Area Transit System,MB,DO,Active,Charlotte,NC,47,"Charlotte, NC-SC",435,"758,927",445,"758,927",2010,6,2010,"99,054,777","20,361,037",4.9,"$15,951,140","$75,732,475",$3.70,$0.80
4008,Charlotte Area Transit System,MB,PT,Active,Charlotte,NC,47,"Charlotte, NC-SC",435,"758,927",445,"758,927",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4008,Charlotte Area Transit System,TB,DO,Active,Charlotte,NC,47,"Charlotte, NC-SC",435,"758,927",445,"758,927",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4008,Charlotte Area Transit System,VP,DO,Active,Charlotte,NC,47,"Charlotte, NC-SC",435,"758,927",445,"758,927",2010,6,2010,"13,159,439","271,556",48.5,"$546,096","$1,130,156",$4.20,$2.00
4009,Fayetteville Area System of Transit,DR,DO,Active,Fayetteville,NC,114,"Fayetteville, NC",167,"276,368",92,"207,445",2010,6,2010,"319,842","42,418",7.5,"$56,760","$1,258,396",$29.70,$1.30
4009,Fayetteville Area System of Transit,MB,DO,Active,Fayetteville,NC,114,"Fayetteville, NC",167,"276,368",92,"207,445",2010,6,2010,"3,816,253","1,223,158",3.1,"$651,112","$4,116,715",$3.40,$0.50
4010,Gastonia Transit,DR,DO,Active,Gastonia,NC,199,"Gastonia, NC",119,"141,407",45,"78,000",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4010,Gastonia Transit,MB,DO,Active,Gastonia,NC,199,"Gastonia, NC",119,"141,407",45,"78,000",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4011,High Point Transit,DR,DO,Active,High Point,NC,205,"High Point, NC",94,"132,844",52,"100,442",2010,6,2010,"59,063","13,176",4.5,"$38,125","$331,799",$25.20,$2.90
4011,High Point Transit,DR,PT,Active,High Point,NC,205,"High Point, NC",94,"132,844",52,"100,442",2010,6,2010,"103,918","17,137",6.1,"$33,608","$211,052",$12.30,$2.00
4011,High Point Transit,MB,DO,Active,High Point,NC,205,"High Point, NC",94,"132,844",52,"100,442",2010,6,2010,"1,869,799","779,083",2.4,"$442,370","$1,993,343",$2.60,$0.60
4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,DR,DO,Active,Winston-Salem,NC,106,"Winston-Salem, NC",251,"299,290",108,"199,555",2010,6,2010,"590,575","130,700",4.5,"$793,071","$2,128,277",$16.30,$6.10
4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,MB,DO,Active,Winston-Salem,NC,106,"Winston-Salem, NC",251,"299,290",108,"199,555",2010,6,2010,"6,109,160","2,684,269",2.3,"$1,643,406","$9,141,688",$3.40,$0.60
4012,Winston-Salem Transit Authority - Trans-Aid of Forsyth County,TB,DO,Active,Winston-Salem,NC,106,"Winston-Salem, NC",251,"299,290",108,"199,555",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4014,Coast Transit Authority,DR,DO,Active,Gulfport,MS,147,"Gulfport-Biloxi, MS",135,"205,754",65,"115,379",2010,9,2010,"1,276,529","53,862",23.7,"$84,500","$1,176,298",$21.80,$1.60
4014,Coast Transit Authority,DR,PT,Active,Gulfport,MS,147,"Gulfport-Biloxi, MS",135,"205,754",65,"115,379",2010,9,2010,0,0,0.0,$0,$0,$0.00,$0.00
4014,Coast Transit Authority,MB,DO,Active,Gulfport,MS,147,"Gulfport-Biloxi, MS",135,"205,754",65,"115,379",2010,9,2010,"5,445,300","759,456",7.2,"$656,415","$4,060,350",$5.30,$0.90
4014,Coast Transit Authority,VP,PT,Active,Gulfport,MS,147,"Gulfport-Biloxi, MS",135,"205,754",65,"115,379",2010,9,2010,"5,940,483","133,017",44.7,"$127,747","$414,423",$3.10,$1.00
4015,City of Jackson Transit System,DR,DO,Active,Jackson,MS,108,"Jackson, MS",161,"292,637",114,"196,000",2010,9,2010,"222,432","24,825",9.0,"$46,596","$1,249,147",$50.30,$1.90
4015,City of Jackson Transit System,MB,DO,Active,Jackson,MS,108,"Jackson, MS",161,"292,637",114,"196,000",2010,9,2010,"806,995","520,642",1.5,"$315,036","$4,671,797",$9.00,$0.60
4017,Lexington Transit Authority,DR,PT,Active,Lexington,KY,126,"Lexington-Fayette, KY",70,"250,994",67,"210,650",2010,6,2010,"895,031","155,118",5.8,"$261,965","$3,561,009",$23.00,$1.70
4017,Lexington Transit Authority,MB,DO,Active,Lexington,KY,126,"Lexington-Fayette, KY",70,"250,994",67,"210,650",2010,6,2010,"19,308,728","6,104,712",3.2,"$2,143,601","$15,706,555",$2.60,$0.40
4018,Transit Authority of River City,DR,DO,Active,Louisville,KY,44,"Louisville, KY-IN",391,"863,582",283,"754,756",2010,6,2010,"216,082","11,729",18.4,"$29,326","$441,808",$37.70,$2.50
4018,Transit Authority of River City,DR,PT,Active,Louisville,KY,44,"Louisville, KY-IN",391,"863,582",283,"754,756",2010,6,2010,"3,210,731","357,928",9.0,"$832,529","$9,457,400",$26.40,$2.30
4018,Transit Authority of River City,DT,PT,Active,Louisville,KY,44,"Louisville, KY-IN",391,"863,582",283,"754,756",2010,6,2010,"328,367","52,584",6.2,"$109,720","$1,119,308",$21.30,$2.10
4018,Transit Authority of River City,MB,DO,Active,Louisville,KY,44,"Louisville, KY-IN",391,"863,582",283,"754,756",2010,6,2010,"60,731,815","15,718,539",3.9,"$9,377,937","$52,231,551",$3.30,$0.60
4018,Transit Authority of River City,MB,PT,Active,Louisville,KY,44,"Louisville, KY-IN",391,"863,582",283,"754,756",2010,6,2010,"212,405","69,870",3.0,"$25,638","$628,341",$9.00,$0.40
4019,Transit Authority of Northern Kentucky,DR,DO,Active,Fort Wright,OH,26,"Cincinnati, OH-KY-IN",672,"1,503,262",267,"269,680",2010,6,2010,"882,369","103,588",8.5,"$175,608","$2,953,634",$28.50,$1.70
4019,Transit Authority of Northern Kentucky,MB,DO,Active,Fort Wright,OH,26,"Cincinnati, OH-KY-IN",672,"1,503,262",267,"269,680",2010,6,2010,"17,591,755","3,431,107",5.1,"$3,826,796","$16,821,248",$4.90,$1.10
4021,Albany Transit System,DR,DO,Active,Albany,GA,271,"Albany, GA",66,"95,450",17,"75,616",2010,6,2010,"60,289","13,878",4.3,"$36,663","$580,737",$41.80,$2.60
4021,Albany Transit System,MB,DO,Active,Albany,GA,271,"Albany, GA",66,"95,450",17,"75,616",2010,6,2010,"4,134,877","860,214",4.8,"$420,551","$1,906,741",$2.20,$0.50
4022,Metropolitan Atlanta Rapid Transit Authority,DR,DO,Active,Atlanta,GA,11,"Atlanta, GA","1,963","3,499,840",498,"1,574,600",2010,6,2010,"6,865,852","508,219",13.5,"$1,007,390","$18,613,195",$36.60,$2.00
4022,Metropolitan Atlanta Rapid Transit Authority,HR,DO,Active,Atlanta,GA,11,"Atlanta, GA","1,963","3,499,840",498,"1,574,600",2010,6,2010,"493,205,583","77,732,006",6.3,"$58,775,169","$171,509,427",$2.20,$0.80
4022,Metropolitan Atlanta Rapid Transit Authority,MB,DO,Active,Atlanta,GA,11,"Atlanta, GA","1,963","3,499,840",498,"1,574,600",2010,6,2010,"272,622,452","68,008,889",4.0,"$47,317,774","$212,963,676",$3.10,$0.70
4023,Augusta Richmond County Transit Department,DR,DO,Active,Augusta,GA,92,"Augusta-Richmond County, GA-SC",232,"335,630",25,"210,000",2010,12,2010,"71,968","16,981",4.2,"$51,739","$635,867",$37.40,$3.00
4023,Augusta Richmond County Transit Department,DR,PT,Active,Augusta,GA,92,"Augusta-Richmond County, GA-SC",232,"335,630",25,"210,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
4023,Augusta Richmond County Transit Department,MB,DO,Active,Augusta,GA,92,"Augusta-Richmond County, GA-SC",232,"335,630",25,"210,000",2010,12,2010,"2,981,375","617,262",4.8,"$647,642","$2,929,514",$4.70,$1.00
4023,Augusta Richmond County Transit Department,MB,PT,Active,Augusta,GA,92,"Augusta-Richmond County, GA-SC",232,"335,630",25,"210,000",2010,12,2010,0,0,0.0,$0,$0,$0.00,$0.00
4024,"Metra Transit System (Columbus, GA)",DR,DO,Active,Columbus,GA,129,"Columbus, GA-AL",136,"242,324",132,"230,208",2010,6,2010,"143,849","19,244",7.5,"$75,242","$486,129",$25.30,$3.90
4024,"Metra Transit System (Columbus, GA)",MB,DO,Active,Columbus,GA,129,"Columbus, GA-AL",136,"242,324",132,"230,208",2010,6,2010,"4,126,687","1,081,323",3.8,"$877,166","$3,578,817",$3.30,$0.80
4025,Chatham Area Transit Authority,DR,DO,Active,Savannah,GA,144,"Savannah, GA",102,"208,886",438,"232,048",2010,6,2010,"366,200","36,525",10.0,"$80,055","$1,021,051",$28.00,$2.20
4025,Chatham Area Transit Authority,DR,PT,Active,Savannah,GA,144,"Savannah, GA",102,"208,886",438,"232,048",2010,6,2010,"285,900","34,425",8.3,"$16,896","$1,255,813",$36.50,$0.50
4025,Chatham Area Transit Authority,FB,DO,Active,Savannah,GA,144,"Savannah, GA",102,"208,886",438,"232,048",2010,6,2010,"181,181","459,542",0.4,,"$730,408",$1.60,
4025,Chatham Area Transit Authority,FB,PT,Active,Savannah,GA,144,"Savannah, GA",102,"208,886",438,"232,048",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
4025,Chatham Area Transit Authority,MB,DO,Active,Savannah,GA,144,"Savannah, GA",102,"208,886",438,"232,048",2010,6,2010,"12,075,625","3,347,957",3.6,"$3,176,236","$12,649,230",$3.80,$0.90
4025,Chatham Area Transit Authority,MB,PT,Active,Savannah,GA,144,"Savannah, GA",102,"208,886",438,"232,048",2010,6,2010,0,0,0.0,$0,$0,$0.00,$0.00
