NTDID,Agency,Modes,TOS,Estimate,Month,Year
4077,South Florida Regional Transportation Authority,CR,PT,"357,966",October,2014
4077,South Florida Regional Transportation Authority,MB,PT,"77,199",October,2014
4078,Cobb County Department of Transportation Authority,CB,PT,"31,658",October,2014
4078,Cobb County Department of Transportation Authority,DR,PT,"1,112",October,2014
4078,Cobb County Department of Transportation Authority,MB,PT,"224,884",October,2014
4086,Metropolitan Bus Authority,DR,DO,"9,266",September,2014
4086,Metropolitan Bus Authority,DR,DO,"2,030",October,2014
4086,Metropolitan Bus Authority,MB,DO,"464,584",September,2014
4086,Metropolitan Bus Authority,MB,DO,"411,197",October,2014
4088,Spartanburg County Transportation Services,DR,PT,"2,797",October,2014
4100,Santee Wateree Regional Transportation Authority,CB,DO,"2,606",October,2014
4100,Santee Wateree Regional Transportation Authority,DR,DO,975,October,2014
4100,Santee Wateree Regional Transportation Authority,MB,DO,"10,597",October,2014
4102,Waccamaw Regional Transportation Authority,DR,DO,355,August,2014
4102,Waccamaw Regional Transportation Authority,DR,DO,355,September,2014
4102,Waccamaw Regional Transportation Authority,DR,DO,78,October,2014
4102,Waccamaw Regional Transportation Authority,MB,DO,"45,176",August,2014
4102,Waccamaw Regional Transportation Authority,MB,DO,"47,373",September,2014
4102,Waccamaw Regional Transportation Authority,MB,DO,"41,929",October,2014
4108,Research Triangle Regional Public Transportation Authority,VP,DO,"27,400",September,2014
4108,Research Triangle Regional Public Transportation Authority,VP,DO,"25,192",October,2014
4120,"City of Ocala, Florida",DR,PT,332,October,2014
4120,"City of Ocala, Florida",MB,PT,"31,783",October,2014
4141,Central Midlands Transit,DR,PT,"4,830",September,2014
4141,Central Midlands Transit,DR,PT,"1,058",October,2014
4141,Central Midlands Transit,MB,PT,"158,919",September,2014
4141,Central Midlands Transit,MB,PT,"140,657",October,2014
4159,Regional Transportation Authority,CR,PT,"21,991",October,2014
4159,Regional Transportation Authority,VP,PT,"13,902",October,2014
4173,Piedmont Authority for Regional Transportation,MB,PT,"45,714",October,2014
4173,Piedmont Authority for Regional Transportation,VP,DO,"19,076",October,2014
4175,Puerto Rico Maritime Transport Authority,FB,DO,"90,032",October,2014
4177,Buckhead Community Improvement District,MB,PT,"10,688",September,2014
4177,Buckhead Community Improvement District,MB,PT,"9,460",October,2014
4178,The Transportation Management Association Group,VP,DO,"5,997",October,2014
4180,University of Georgia Transit System,DR,DO,232,August,2014
4180,University of Georgia Transit System,DR,DO,232,September,2014
4180,University of Georgia Transit System,DR,DO,51,October,2014
4180,University of Georgia Transit System,MB,DO,"837,696",August,2014
4180,University of Georgia Transit System,MB,DO,"878,430",September,2014
4180,University of Georgia Transit System,MB,DO,"777,487",October,2014
4185,Bay County Transportation Planning Organization,MB,PT,"61,427",September,2014
4185,Bay County Transportation Planning Organization,MB,PT,"54,368",October,2014
4190,"East Tennessee Human Resource Agency, Inc.",DR,DO,"26,564",September,2014
4190,"East Tennessee Human Resource Agency, Inc.",DR,DO,"5,820",October,2014
4191,Transit Authority of Central Kentucky,DR,DO,"23,547",July,2014
4191,Transit Authority of Central Kentucky,DR,DO,"22,909",August,2014
4191,Transit Authority of Central Kentucky,DR,DO,"22,920",September,2014
4191,Transit Authority of Central Kentucky,DR,DO,"5,021",October,2014
4191,Transit Authority of Central Kentucky,MB,DO,"2,956",July,2014
4191,Transit Authority of Central Kentucky,MB,DO,"2,808",August,2014
4191,Transit Authority of Central Kentucky,MB,DO,"2,945",September,2014
4191,Transit Authority of Central Kentucky,MB,DO,"2,607",October,2014
4191,Transit Authority of Central Kentucky,VP,DO,"4,303",July,2014
4191,Transit Authority of Central Kentucky,VP,DO,"3,390",August,2014
4191,Transit Authority of Central Kentucky,VP,DO,"3,459",September,2014
4191,Transit Authority of Central Kentucky,VP,DO,"3,180",October,2014
4196,Kentuckiana Regional Planning and Development Agency,VP,DO,"16,947",October,2014
4200,Tampa Bay Area Regional Transportation Authority,VP,PT,"12,635",August,2014
4200,Tampa Bay Area Regional Transportation Authority,VP,PT,"12,893",September,2014
4200,Tampa Bay Area Regional Transportation Authority,VP,PT,"11,854",October,2014
5005,Metro Transit System,DR,DO,"4,166",September,2014
5005,Metro Transit System,DR,DO,913,October,2014
5005,Metro Transit System,DR,PT,"18,031",September,2014
5005,Metro Transit System,DR,PT,"3,950",October,2014
5005,Metro Transit System,MB,DO,"952,576",July,2014
5005,Metro Transit System,MB,DO,"905,030",August,2014
5005,Metro Transit System,MB,DO,"949,039",September,2014
5005,Metro Transit System,MB,DO,"839,982",October,2014
5006,Belle Urban System - Racine,CB,PT,"6,855",September,2014
5006,Belle Urban System - Racine,CB,PT,"4,560",October,2014
5006,Belle Urban System - Racine,DR,DO,"2,347",September,2014
5006,Belle Urban System - Racine,DR,DO,514,October,2014
5006,Belle Urban System - Racine,MB,DO,"94,807",September,2014
5006,Belle Urban System - Racine,MB,DO,"83,912",October,2014
5021,Portage Area Regional Transportation Authority,DR,DO,"2,029",October,2014
5021,Portage Area Regional Transportation Authority,MB,DO,"173,174",October,2014
5029,Bay Metropolitan Transit Authority,DR,DO,945,October,2014
5029,Bay Metropolitan Transit Authority,MB,DO,"39,637",October,2014
5031,Suburban Mobility Authority for Regional Transportation,DR,DO,"7,070",October,2014
5031,Suburban Mobility Authority for Regional Transportation,DR,PT,"5,029",October,2014
5031,Suburban Mobility Authority for Regional Transportation,MB,DO,"726,941",October,2014
5031,Suburban Mobility Authority for Regional Transportation,MB,PT,"20,353",October,2014
5032,Mass Transportation Authority,MB,DO,"423,105",October,2014
5034,City of Jackson Transportation Authority,DT,PT,51,October,2014
5043,Metropolitan Evansville Transit System,DR,DO,"4,108",September,2014
5043,Metropolitan Evansville Transit System,DR,DO,900,October,2014
5043,Metropolitan Evansville Transit System,MB,DO,"171,023",September,2014
5043,Metropolitan Evansville Transit System,MB,DO,"151,370",October,2014
5052,South Bend Public Transportation Corporation,DR,DO,"1,160",October,2014
5052,South Bend Public Transportation Corporation,MB,DO,"173,090",October,2014
5054,Muncie Indiana Transit System,DR,DO,"1,342",October,2014
5054,Muncie Indiana Transit System,MB,DO,"163,616",October,2014
5056,Greater Peoria Mass Transit District,DR,PT,"2,956",October,2014
5091,Wausau Area Transit System,DR,DO,56,October,2014
5091,Wausau Area Transit System,MB,DO,"54,351",October,2014
5092,City of Rochester Public Transportation,DR,PT,791,October,2014
5092,City of Rochester Public Transportation,MB,PT,"126,669",October,2014
5099,Eau Claire Transit,DR,PT,"1,331",October,2014
5113,Pace - Suburban Bus Division,DR,DO,535,October,2014
5113,Pace - Suburban Bus Division,DR,PT,"24,976",October,2014
5113,Pace - Suburban Bus Division,DT,PT,"4,601",October,2014
5113,Pace - Suburban Bus Division,MB,DO,"2,374,884",October,2014
5113,Pace - Suburban Bus Division,MB,PT,"162,904",October,2014
5113,Pace - Suburban Bus Division,VP,DO,"145,474",October,2014
5117,Laketran,CB,DO,"12,626",September,2014
5117,Laketran,CB,DO,"8,399",October,2014
5117,Laketran,DR,DO,"18,628",September,2014
5117,Laketran,DR,DO,"4,081",October,2014
5117,Laketran,MB,DO,"29,368",September,2014
5117,Laketran,MB,DO,"25,993",October,2014
5141,Detroit Transportation Corporation,MG,DO,"20,611",October,2014
5143,Brunswick Transit Alternative,MB,DO,"2,189",August,2014
5143,Brunswick Transit Alternative,MB,DO,"2,295",September,2014
5143,Brunswick Transit Alternative,MB,DO,"2,031",October,2014
5157,Butler County Regional Transit Authority,CB,DO,"6,302",October,2014
5157,Butler County Regional Transit Authority,DR,DO,819,October,2014
5157,Butler County Regional Transit Authority,MB,DO,"52,518",October,2014
5161,Ozaukee County Transit Services,CB,DO,"4,746",October,2014
5161,Ozaukee County Transit Services,DR,PT,"1,973",October,2014
5167,"South Lake County Community Services, Inc.",DR,DO,"3,582",August,2014
5167,"South Lake County Community Services, Inc.",DR,DO,"3,584",September,2014
5167,"South Lake County Community Services, Inc.",DR,DO,785,October,2014
5169,Miami County Public Transit,DR,PT,"3,470",September,2014
5169,Miami County Public Transit,DR,PT,760,October,2014
5179,"Porter County Aging and Community Services, Inc.",DR,DO,"1,777",September,2014
5179,"Porter County Aging and Community Services, Inc.",DR,DO,389,October,2014
5182,"Pace-Suburban Bus Division, ADA Paratransit Services",DR,PT,"74,611",October,2014
5182,"Pace-Suburban Bus Division, ADA Paratransit Services",DT,PT,"3,221",October,2014
5183,City of Valparaiso,CB,PT,"3,486",October,2014
5184,Macatawa Area Express Transportation Authority,DR,DO,"1,837",October,2014
5184,Macatawa Area Express Transportation Authority,MB,DO,"27,626",October,2014
5197,Trumbull County Transit Board,DR,PT,751,October,2014
5198,Medina County Public Transit,DR,DO,"3,227",September,2014
5198,Medina County Public Transit,DR,DO,707,October,2014
5198,Medina County Public Transit,DT,PT,441,August,2014
5198,Medina County Public Transit,DT,PT,362,September,2014
5198,Medina County Public Transit,DT,PT,333,October,2014
5198,Medina County Public Transit,MB,DO,"1,695",September,2014
5198,Medina County Public Transit,MB,DO,"1,500",October,2014
6001,Amarillo City Transit,DR,DO,662,October,2014
6001,Amarillo City Transit,MB,DO,"28,074",October,2014
6010,"City Transit Management Company, Inc.",DR,DO,"1,536",October,2014
6010,"City Transit Management Company, Inc.",MB,DO,"573,053",October,2014
6016,Beaumont Municipal Transit System,DR,PT,"5,645",July,2014
6016,Beaumont Municipal Transit System,DR,PT,"5,492",August,2014
6016,Beaumont Municipal Transit System,DR,PT,"5,495",September,2014
6016,Beaumont Municipal Transit System,DR,PT,"1,204",October,2014
6016,Beaumont Municipal Transit System,MB,PT,"42,687",July,2014
6016,Beaumont Municipal Transit System,MB,PT,"40,556",August,2014
6016,Beaumont Municipal Transit System,MB,PT,"42,528",September,2014
6016,Beaumont Municipal Transit System,MB,PT,"37,641",October,2014
6017,Central Oklahoma Transportation and Parking Authority,FB,PT,898,October,2014
6018,Metropolitan Tulsa Transit Authority,DR,PT,"10,971",September,2014
6018,Metropolitan Tulsa Transit Authority,DR,PT,"2,404",October,2014
6018,Metropolitan Tulsa Transit Authority,MB,DO,"273,867",September,2014
6018,Metropolitan Tulsa Transit Authority,MB,DO,"242,396",October,2014
6018,Metropolitan Tulsa Transit Authority,MB,PT,"4,491",September,2014
6018,Metropolitan Tulsa Transit Authority,MB,PT,"3,975",October,2014
6032,New Orleans Regional Transit Authority,DR,PT,"19,125",August,2014
6032,New Orleans Regional Transit Authority,DR,PT,"19,134",September,2014
6032,New Orleans Regional Transit Authority,DR,PT,"4,192",October,2014
6032,New Orleans Regional Transit Authority,MB,PT,"882,514",August,2014
6032,New Orleans Regional Transit Authority,MB,PT,"925,428",September,2014
6032,New Orleans Regional Transit Authority,MB,PT,"819,084",October,2014
6032,New Orleans Regional Transit Authority,SR,PT,"525,572",August,2014
6032,New Orleans Regional Transit Authority,SR,PT,"581,601",September,2014
6032,New Orleans Regional Transit Authority,SR,PT,"649,813",October,2014
6038,Lafayette Transit System,MB,DO,"94,484",August,2014
6038,Lafayette Transit System,MB,DO,"99,078",September,2014
6038,Lafayette Transit System,MB,DO,"87,693",October,2014
6041,Handitran Special Transit Division - City of Arlington,DR,DO,"4,519",September,2014
6041,Handitran Special Transit Division - City of Arlington,DR,DO,990,October,2014
6041,Handitran Special Transit Division - City of Arlington,DT,PT,"4,448",September,2014
6041,Handitran Special Transit Division - City of Arlington,DT,PT,"4,093",October,2014
6048,Capital Metropolitan Transportation Authority,CB,PT,"37,589",October,2014
6048,Capital Metropolitan Transportation Authority,DR,PT,"11,435",October,2014
6048,Capital Metropolitan Transportation Authority,DT,PT,"2,685",October,2014
6048,Capital Metropolitan Transportation Authority,MB,PT,"2,209,477",October,2014
6048,Capital Metropolitan Transportation Authority,RB,PT,"257,742",October,2014
6048,Capital Metropolitan Transportation Authority,VP,PT,"23,730",October,2014
6048,Capital Metropolitan Transportation Authority,YR,PT,"65,960",October,2014
6051,Corpus Christi Regional Transportation Authority,FB,PT,"1,095",October,2014
6107,"Texoma Area Paratransit System, Inc",CB,DO,"7,269",September,2014
6107,"Texoma Area Paratransit System, Inc",CB,DO,"4,836",October,2014
6107,"Texoma Area Paratransit System, Inc",CB,PT,"2,118",September,2014
6107,"Texoma Area Paratransit System, Inc",CB,PT,"1,409",October,2014
6107,"Texoma Area Paratransit System, Inc",DR,DO,"36,391",September,2014
6107,"Texoma Area Paratransit System, Inc",DR,DO,"7,973",October,2014
6107,"Texoma Area Paratransit System, Inc",MB,DO,"6,305",September,2014
6107,"Texoma Area Paratransit System, Inc",MB,DO,"5,580",October,2014
6111,Rio Metro Regional Transit District,CB,DO,152,October,2014
6111,Rio Metro Regional Transit District,CB,PT,"4,143",October,2014
6111,Rio Metro Regional Transit District,CR,PT,"91,836",October,2014
6111,Rio Metro Regional Transit District,DR,DO,"1,448",October,2014
6111,Rio Metro Regional Transit District,DT,PT,"1,493",October,2014
6111,Rio Metro Regional Transit District,MB,DO,633,October,2014
6114,STAR Transit,DR,DO,"2,985",October,2014
6127,Plaquemines Parish Government,FB,DO,"93,438",October,2014
6129,City of Conroe,DR,PT,80,October,2014
7002,Transit Authority of Omaha,DR,DO,"8,687",August,2014
7002,Transit Authority of Omaha,DR,DO,"8,691",September,2014
7002,Transit Authority of Omaha,DR,DO,"1,904",October,2014
7002,Transit Authority of Omaha,DT,PT,318,August,2014
7002,Transit Authority of Omaha,DT,PT,261,September,2014
7002,Transit Authority of Omaha,DT,PT,240,October,2014
7002,Transit Authority of Omaha,MB,DO,"355,317",September,2014
7002,Transit Authority of Omaha,MB,DO,"314,486",October,2014
7005,Kansas City Area Transportation Authority,DR,DO,"1,856",October,2014
7005,Kansas City Area Transportation Authority,MB,DO,"1,136,323",October,2014
7005,Kansas City Area Transportation Authority,RB,DO,"122,191",October,2014
7005,Kansas City Area Transportation Authority,VP,DO,"5,344",October,2014
7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",DR,DO,"10,506",October,2014
7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",LR,DO,"1,365,342",October,2014
7006,"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, d.b.a.(St. Louis) Metro",MB,DO,"2,447,223",October,2014
7008,Cedar Rapids Transit,DR,PT,712,October,2014
7008,Cedar Rapids Transit,MB,DO,"107,113",October,2014
7013,Metropolitan Transit Authority of Black Hawk County,DR,DO,"5,389",August,2014
7013,Metropolitan Transit Authority of Black Hawk County,DR,DO,"5,392",September,2014
7013,Metropolitan Transit Authority of Black Hawk County,DR,DO,"1,181",October,2014
7013,Metropolitan Transit Authority of Black Hawk County,MB,DO,"34,616",August,2014
7013,Metropolitan Transit Authority of Black Hawk County,MB,DO,"36,299",September,2014
7013,Metropolitan Transit Authority of Black Hawk County,MB,DO,"32,128",October,2014
7016,Columbia Transit,DR,DO,"1,127",October,2014
7016,Columbia Transit,MB,DO,"187,877",October,2014
7041,Ames Transit Agency dba CyRide,MB,PT,615,October,2014
8002,Su Tran LLC dba: Sioux Area Metro,DR,DO,"2,253",October,2014
8002,Su Tran LLC dba: Sioux Area Metro,MB,DO,"76,980",October,2014
8003,"City of Fargo, DBA:  Metropolitan Area Transit",DR,PT,957,October,2014
8003,"City of Fargo, DBA:  Metropolitan Area Transit",MB,PT,"156,487",October,2014
8006,Denver Regional Transportation District,DR,DO,348,October,2014
8006,Denver Regional Transportation District,DR,PT,"22,485",October,2014
8006,Denver Regional Transportation District,DT,PT,"3,776",September,2014
8006,Denver Regional Transportation District,DT,PT,"3,475",October,2014
8006,Denver Regional Transportation District,LR,DO,"2,059,124",October,2014
8006,Denver Regional Transportation District,MB,DO,"4,145,909",October,2014
8006,Denver Regional Transportation District,MB,PT,"1,960,327",October,2014
8007,Pueblo Transit System,MB,DO,"76,017",October,2014
8025,City of Loveland Transit,DR,DO,174,October,2014
8025,City of Loveland Transit,MB,DO,"9,691",October,2014
8107,The University of Montana - ASUM Transportation,MB,DO,"13,528",September,2014
8107,The University of Montana - ASUM Transportation,MB,DO,"11,973",October,2014
9001,Regional Transportation Commission of Washoe County,CB,PT,"2,216",October,2014
9001,Regional Transportation Commission of Washoe County,MB,PT,"630,625",October,2014
9001,Regional Transportation Commission of Washoe County,VP,PT,"13,521",October,2014
9003,San Francisco Bay Area Rapid Transit District,DR,PT,"2,514,348",October,2014
9003,San Francisco Bay Area Rapid Transit District,HR,DO,"11,126,012",October,2014
9004,Golden Empire Transit District,DR,DO,"3,017",September,2014
9004,Golden Empire Transit District,DR,DO,661,October,2014
9004,Golden Empire Transit District,MB,DO,"301,882",September,2014
9004,Golden Empire Transit District,MB,DO,"267,192",October,2014
9006,Santa Cruz Metropolitan Transit District,CB,DO,"20,928",October,2014
9006,Santa Cruz Metropolitan Transit District,DR,DO,"1,816",October,2014
9006,Santa Cruz Metropolitan Transit District,DT,PT,393,October,2014
9006,Santa Cruz Metropolitan Transit District,MB,DO,"294,681",October,2014
9010,Torrance Transit System,MB,DO,"309,240",October,2014
9013,Santa Clara Valley Transportation Authority,DR,PT,"59,278",August,2014
9013,Santa Clara Valley Transportation Authority,DR,PT,"59,306",September,2014
9013,Santa Clara Valley Transportation Authority,DR,PT,"12,993",October,2014
9013,Santa Clara Valley Transportation Authority,LR,DO,"907,393",September,2014
9013,Santa Clara Valley Transportation Authority,LR,DO,"782,283",October,2014
9013,Santa Clara Valley Transportation Authority,MB,DO,"2,734,028",September,2014
9013,Santa Clara Valley Transportation Authority,MB,DO,"2,419,852",October,2014
9013,Santa Clara Valley Transportation Authority,MB,PT,"36,883",September,2014
9013,Santa Clara Valley Transportation Authority,MB,PT,"32,645",October,2014
9022,Norwalk Transit System,DR,PT,"1,966",August,2014
9022,Norwalk Transit System,DR,PT,"1,967",September,2014
9022,Norwalk Transit System,DR,PT,431,October,2014
9022,Norwalk Transit System,DT,PT,102,August,2014
9022,Norwalk Transit System,DT,PT,84,September,2014
9022,Norwalk Transit System,DT,PT,77,October,2014
9022,Norwalk Transit System,MB,DO,"120,818",August,2014
9022,Norwalk Transit System,MB,DO,"126,693",September,2014
9022,Norwalk Transit System,MB,DO,"112,134",October,2014
9026,San Diego Metropolitan Transit System,CB,PT,"25,423",September,2014
9026,San Diego Metropolitan Transit System,CB,PT,"16,912",October,2014
9026,San Diego Metropolitan Transit System,DR,PT,"48,505",September,2014
9026,San Diego Metropolitan Transit System,DR,PT,"10,627",October,2014
9026,San Diego Metropolitan Transit System,LR,DO,"3,140,011",September,2014
9026,San Diego Metropolitan Transit System,LR,DO,"2,707,072",October,2014
9026,San Diego Metropolitan Transit System,MB,DO,"2,380,588",September,2014
9026,San Diego Metropolitan Transit System,MB,DO,"2,107,027",October,2014
9026,San Diego Metropolitan Transit System,MB,PT,"2,252,351",September,2014
9026,San Diego Metropolitan Transit System,MB,PT,"1,993,526",October,2014
9027,Fresno Area Express,DR,PT,"17,242",August,2014
9027,Fresno Area Express,DR,PT,"17,250",September,2014
9027,Fresno Area Express,DR,PT,"3,779",October,2014
9027,Fresno Area Express,MB,DO,"736,425",August,2014
9027,Fresno Area Express,MB,DO,"772,235",September,2014
9027,Fresno Area Express,MB,DO,"683,495",October,2014
9029,Omnitrans,RB,DO,"30,555",July,2014
9029,Omnitrans,RB,DO,"35,479",August,2014
9029,Omnitrans,RB,DO,"39,518",September,2014
9029,Omnitrans,RB,DO,"34,602",October,2014
9030,North County Transit District,DT,PT,"13,385",July,2014
9030,North County Transit District,DT,PT,"11,357",August,2014
9030,North County Transit District,DT,PT,"9,329",September,2014
9030,North County Transit District,DT,PT,"8,585",October,2014
9034,City of Glendale Transit,DR,DO,"6,459",September,2014
9034,City of Glendale Transit,DR,DO,"1,415",October,2014
9034,City of Glendale Transit,MB,DO,"8,700",September,2014
9034,City of Glendale Transit,MB,DO,"7,700",October,2014
9041,Montebello Bus Lines,CB,DO,"5,584",August,2014
9041,Montebello Bus Lines,CB,DO,"5,700",September,2014
9041,Montebello Bus Lines,CB,DO,"3,792",October,2014
9041,Montebello Bus Lines,DT,PT,"2,634",August,2014
9041,Montebello Bus Lines,DT,PT,"2,164",September,2014
9041,Montebello Bus Lines,DT,PT,"1,991",October,2014
9041,Montebello Bus Lines,MB,DO,"580,795",August,2014
9041,Montebello Bus Lines,MB,DO,"609,037",September,2014
9041,Montebello Bus Lines,MB,DO,"539,051",October,2014
9041,Montebello Bus Lines,MB,PT,"7,541",August,2014
9041,Montebello Bus Lines,MB,PT,"7,908",September,2014
9041,Montebello Bus Lines,MB,PT,"6,999",October,2014
9043,City of Commerce Municipal Buslines,DR,DO,154,October,2014
9043,City of Commerce Municipal Buslines,MB,DO,"45,185",October,2014
9044,City of Arcadia Transit,DR,PT,"2,198",October,2014
9045,Regional Transportation Commission of Southern Nevada,DR,PT,"22,246",October,2014
9045,Regional Transportation Commission of Southern Nevada,MB,PT,"4,422,867",October,2014
9045,Regional Transportation Commission of Southern Nevada,RB,PT,"321,196",October,2014
9078,Central Contra Costa Transit Authority,DR,PT,"12,687",September,2014
9078,Central Contra Costa Transit Authority,DR,PT,"2,780",October,2014
9078,Central Contra Costa Transit Authority,MB,DO,"303,535",September,2014
9078,Central Contra Costa Transit Authority,MB,DO,"268,655",October,2014
9079,SunLine Transit Agency,DR,DO,"11,767",August,2014
9079,SunLine Transit Agency,DR,DO,"11,773",September,2014
9079,SunLine Transit Agency,DR,DO,"2,579",October,2014
9079,SunLine Transit Agency,MB,DO,"318,109",August,2014
9079,SunLine Transit Agency,MB,DO,"333,578",September,2014
9079,SunLine Transit Agency,MB,DO,"295,245",October,2014
9087,Santa Maria Area Transit,DR,PT,609,October,2014
9087,Santa Maria Area Transit,MB,PT,"76,433",October,2014
9088,Napa County Transportation Planning Agency,CB,PT,"4,181",October,2014
9088,Napa County Transportation Planning Agency,DR,PT,"2,201",October,2014
9088,Napa County Transportation Planning Agency,MB,PT,"63,034",October,2014
9092,City of Fairfield - Fairfield and Suisun Transit,DR,PT,503,October,2014
9092,City of Fairfield - Fairfield and Suisun Transit,MB,PT,"88,144",October,2014
9121,Antelope Valley Transit Authority,CB,PT,"26,884",August,2014
9121,Antelope Valley Transit Authority,CB,PT,"27,443",September,2014
9121,Antelope Valley Transit Authority,CB,PT,"18,256",October,2014
9121,Antelope Valley Transit Authority,DT,PT,"2,114",August,2014
9121,Antelope Valley Transit Authority,DT,PT,"1,736",September,2014
9121,Antelope Valley Transit Authority,DT,PT,"1,598",October,2014
9121,Antelope Valley Transit Authority,MB,PT,"239,099",August,2014
9121,Antelope Valley Transit Authority,MB,PT,"250,726",September,2014
9121,Antelope Valley Transit Authority,MB,PT,"221,914",October,2014
9134,Peninsula Corridor Joint Powers Board dba: Caltrain,CR,PT,"1,546,663",September,2014
9134,Peninsula Corridor Joint Powers Board dba: Caltrain,CR,PT,"1,549,345",October,2014
9134,Peninsula Corridor Joint Powers Board dba: Caltrain,MB,PT,"78,647",September,2014
9134,Peninsula Corridor Joint Powers Board dba: Caltrain,MB,PT,"69,609",October,2014
9136,"Regional Public Transportation Authority, dba: Valley Metro",DT,PT,"32,588",August,2014
9136,"Regional Public Transportation Authority, dba: Valley Metro",DT,PT,"26,768",September,2014
9136,"Regional Public Transportation Authority, dba: Valley Metro",DT,PT,"24,633",October,2014
9136,"Regional Public Transportation Authority, dba: Valley Metro",MB,PT,"1,047,847",August,2014
9136,"Regional Public Transportation Authority, dba: Valley Metro",MB,PT,"1,098,800",September,2014
9136,"Regional Public Transportation Authority, dba: Valley Metro",MB,PT,"972,533",October,2014
9144,Livermore / Amador Valley Transit Authority,DR,PT,774,October,2014
9144,Livermore / Amador Valley Transit Authority,MB,PT,"135,316",October,2014
9146,Foothill Transit,MB,PT,"1,149,165",October,2014
9148,Victor Valley Transit Authority,VP,PT,"39,335",October,2014
9149,City of Lompoc - Lompoc Transit,CB,PT,"17,469",August,2014
9149,City of Lompoc - Lompoc Transit,CB,PT,"17,832",September,2014
9149,City of Lompoc - Lompoc Transit,CB,PT,"11,862",October,2014
9149,City of Lompoc - Lompoc Transit,DR,PT,"1,168",August,2014
9149,City of Lompoc - Lompoc Transit,DR,PT,"1,169",September,2014
9149,City of Lompoc - Lompoc Transit,DR,PT,256,October,2014
9149,City of Lompoc - Lompoc Transit,MB,PT,"7,426",August,2014
9149,City of Lompoc - Lompoc Transit,MB,PT,"7,787",September,2014
9149,City of Lompoc - Lompoc Transit,MB,PT,"6,892",October,2014
9157,Access Services,DR,PT,"74,526",October,2014
9164,Ventura Intercity Service Transit Authority,CB,PT,"57,372",August,2014
9164,Ventura Intercity Service Transit Authority,CB,PT,"58,565",September,2014
9164,Ventura Intercity Service Transit Authority,CB,PT,"38,959",October,2014
9164,Ventura Intercity Service Transit Authority,DR,PT,"12,655",August,2014
9164,Ventura Intercity Service Transit Authority,DR,PT,"12,661",September,2014
9164,Ventura Intercity Service Transit Authority,DR,PT,"2,774",October,2014
9171,Santa Clarita Transit,CB,PT,"46,957",September,2014
9171,Santa Clarita Transit,CB,PT,"31,237",October,2014
9171,Santa Clarita Transit,DR,PT,"9,004",September,2014
9171,Santa Clarita Transit,DR,PT,"1,973",October,2014
9171,Santa Clarita Transit,MB,PT,"219,163",September,2014
9171,Santa Clarita Transit,MB,PT,"193,978",October,2014
9175,City of Lodi - Transit Division,DR,PT,"2,794",September,2014
9175,City of Lodi - Transit Division,DR,PT,612,October,2014
9175,City of Lodi - Transit Division,MB,PT,"22,804",September,2014
9175,City of Lodi - Transit Division,MB,PT,"20,184",October,2014
9193,Chula Vista Transit,MB,PT,"279,548",September,2014
9193,Chula Vista Transit,MB,PT,"247,424",October,2014
9208,Butte County Association of Governments,DR,PT,"13,090",September,2014
9208,Butte County Association of Governments,DR,PT,"2,868",October,2014
9208,Butte County Association of Governments,MB,PT,"109,291",September,2014
9208,Butte County Association of Governments,MB,PT,"96,732",October,2014
9211,Anaheim Transportation Network,MB,PT,"539,603",October,2014
9213,City of Petaluma,DR,PT,481,October,2014
9213,City of Petaluma,MB,PT,"31,688",October,2014
9219,Northern Arizona Intergovernmental Public Transportation Authority,DR,DO,426,October,2014
9219,Northern Arizona Intergovernmental Public Transportation Authority,MB,DO,"180,465",October,2014
9224,"Paratransit, Inc. CTSA",DR,DO,"15,745",September,2014
9224,"Paratransit, Inc. CTSA",DR,DO,"3,450",October,2014
9226,Imperial County Transportation Commission,DR,PT,658,October,2014
9226,Imperial County Transportation Commission,MB,PT,"71,426",October,2014
9233,Yuma County Intergovernmental Public Transportation Authority,DR,PT,590,August,2014
9233,Yuma County Intergovernmental Public Transportation Authority,DR,PT,590,September,2014
9233,Yuma County Intergovernmental Public Transportation Authority,DR,PT,129,October,2014
9233,Yuma County Intergovernmental Public Transportation Authority,MB,PT,"26,022",August,2014
9233,Yuma County Intergovernmental Public Transportation Authority,MB,PT,"27,287",September,2014
9233,Yuma County Intergovernmental Public Transportation Authority,MB,PT,"24,151",October,2014
9234,Marin County Transit District,MB,PT,"273,641",October,2014
9241,County of Maui - Dept. of Transportation,CB,PT,"10,303",October,2014
9241,County of Maui - Dept. of Transportation,DR,PT,"9,205",October,2014
9241,County of Maui - Dept. of Transportation,MB,PT,"157,552",October,2014
9242,Las Vegas Monorail Company,MG,PT,"262,944",August,2014
9242,Las Vegas Monorail Company,MG,PT,"261,687",September,2014
9242,Las Vegas Monorail Company,MG,PT,"34,032",October,2014
9244,City of Tulare,DR,PT,"1,687",September,2014
9244,City of Tulare,DR,PT,370,October,2014
9244,City of Tulare,MB,PT,"41,267",September,2014
9244,City of Tulare,MB,PT,"36,525",October,2014
