5 digit NTDID,4 digit NTDID,Agency,Mode,TOS,Active,Reporter Type,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
30069,3069,City of Danville Mass Transit System,MB,DO,Inactive,Full Reporter: Operating,Danville,VA,0,Non-UZA,,,25,"48,411",2013,6,2013,0,"259,986",0.00," $	224,824 "," $	786,085 ", $	3.02 , $	0.86 
30070,3070,Potomac and Rappahannock Transportation Commission,CB,PT,Active,Full Reporter: Operating,Woodbridge,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",361,"454,096",2013,6,2013,"44,449,488","1,766,790",25.16," $	8,754,345 "," $	13,861,697 ", $	7.85 , $	4.95 
30070,3070,Potomac and Rappahannock Transportation Commission,MB,PT,Active,Full Reporter: Operating,Woodbridge,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",361,"454,096",2013,6,2013,"12,927,149","1,520,363",8.50," $	1,770,827 "," $	15,021,116 ", $	9.88 , $	1.16 
30070,3070,Potomac and Rappahannock Transportation Commission,VP,PT,Active,Full Reporter: Operating,Woodbridge,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",361,"454,096",2013,6,2013,,,,,,,
30071,3071,City of Alexandria,DR,PT,Active,Full Reporter: Operating/Building,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",16,"139,966",2013,6,2013,,,,,,,
30071,3071,City of Alexandria,DT,PT,Active,Full Reporter: Operating/Building,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",16,"139,966",2013,6,2013,"312,458","55,163",5.66," $	154,221 "," $	1,425,631 ", $	25.84 , $	2.80 
30071,3071,City of Alexandria,MB,DO,Active,Full Reporter: Operating/Building,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",16,"139,966",2013,6,2013,"10,407,617","4,265,417",2.44," $	3,481,784 "," $	13,765,515 ", $	3.23 , $	0.82 
30071,3071,City of Alexandria,MB,PT,Active,Full Reporter: Operating/Building,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",16,"139,966",2013,6,2013,,,,,,,
30072,3072,Transit Services of Frederick County,DR,DO,Active,Full Reporter: Operating,Frederick,MD,230,"Frederick, MD",73,"141,576",18,"65,787",2013,6,2013,"293,758","73,429",4.00," $	372,897 "," $	1,576,318 ", $	21.47 , $	5.08 
30072,3072,Transit Services of Frederick County,MB,DO,Active,Full Reporter: Operating,Frederick,MD,230,"Frederick, MD",73,"141,576",18,"65,787",2013,6,2013,"3,581,223","790,557",4.53," $	631,445 "," $	3,897,071 ", $	4.93 , $	0.80 
30073,3073,Virginia Railway Express,CR,DO,Active,Full Reporter: Operating,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",730,"680,400",2013,6,2013,,,,,,,
30073,3073,Virginia Railway Express,CR,PT,Active,Full Reporter: Operating,Alexandria,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",730,"680,400",2013,6,2013,"149,745,124","4,550,062",32.91," $	34,733,106 "," $	60,698,937 ", $	13.34 , $	7.63 
30074,3074,Harford Transit,DR,DO,Active,Full Reporter: Operating,Abingdon,MD,169,"Aberdeen-Bel Air South-Bel Air North, MD",131,"213,751",133,"218,590",2013,6,2013,"437,425","45,948",9.52," $	65,182 "," $	1,318,347 ", $	28.69 , $	1.42 
30074,3074,Harford Transit,MB,DO,Active,Full Reporter: Operating,Abingdon,MD,169,"Aberdeen-Bel Air South-Bel Air North, MD",131,"213,751",133,"218,590",2013,6,2013,"2,562,199","319,875",8.01," $	243,076 "," $	2,069,330 ", $	6.47 , $	0.76 
30075,3075,Delaware Transit Corporation,DR,DO,Active,Full Reporter: Operating,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567","1,949","917,092",2013,6,2013,"12,093,270","970,534",12.46," $	1,662,576 "," $	52,076,961 ", $	53.66 , $	1.71 
30075,3075,Delaware Transit Corporation,DR,PT,Active,Full Reporter: Operating,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567","1,949","917,092",2013,6,2013,"438,016","36,164",12.11," $	13,237 "," $	1,575,202 ", $	43.56 , $	0.37 
30075,3075,Delaware Transit Corporation,MB,DO,Active,Full Reporter: Operating,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567","1,949","917,092",2013,6,2013,"61,200,207","9,866,504",6.20," $	6,747,776 "," $	47,604,228 ", $	4.82 , $	0.68 
30075,3075,Delaware Transit Corporation,MB,PT,Active,Full Reporter: Operating,Dover,DE,5,"Philadelphia, PA-NJ-DE-MD","1,981","5,441,567","1,949","917,092",2013,6,2013,"3,818,420","322,061",11.86," $	267,064 "," $	4,456,851 ", $	13.84 , $	0.83 
30076,3076,Williamsburg Area Transit Authority,DR,DO,Active,Full Reporter: Operating,Williamsburg,VA,371,"Williamsburg, VA",56,"75,689",144,"57,000",2013,6,2013,"22,110","3,809",5.80," $	5,064 "," $	374,946 ", $	98.44 , $	1.33 
30076,3076,Williamsburg Area Transit Authority,MB,DO,Active,Full Reporter: Operating,Williamsburg,VA,371,"Williamsburg, VA",56,"75,689",144,"57,000",2013,6,2013,"4,848,422","1,010,092",4.80," $	525,075 "," $	4,183,788 ", $	4.14 , $	0.52 
30076,3076,Williamsburg Area Transit Authority,MB,PT,Active,Full Reporter: Operating,Williamsburg,VA,371,"Williamsburg, VA",56,"75,689",144,"57,000",2013,6,2013,"2,230,619","1,536,716",1.45," $	36,985 "," $	2,032,521 ", $	1.32 , $	0.02 
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,DR,PT,Active,Full Reporter: Operating,Pottstown,PA,287,"Pottstown, PA",79,"107,682",34,"51,000",2013,6,2013,"12,814","3,828",3.35," $	13,055 "," $	132,403 ", $	34.59 , $	3.41 
30077,3077,Borough of Pottstown - Pottstown Area Rapid Transit,MB,PT,Active,Full Reporter: Operating,Pottstown,PA,287,"Pottstown, PA",79,"107,682",34,"51,000",2013,6,2013,"278,845","255,537",1.09," $	263,847 "," $	1,764,256 ", $	6.90 , $	1.03 
30078,3078,Southwestern Pennsylvania Commission,VP,PT,Active,Full Reporter: Operating,Pittsburgh,PA,27,"Pittsburgh, PA",905,"1,733,853",833,"1,614,197",2013,6,2013,"7,794,087","262,715",29.67," $	879,217 "," $	1,320,090 ", $	5.02 , $	3.35 
30079,3079,Fredericksburg Regional Transit,MB,DO,Active,Small Systems Reporter,Fredericksburg,VA,231,"Fredericksburg, VA",78,"141,238",242,"113,716",2013,6,2013,0,"530,690",0.00," $	344,624 "," $	3,555,020 ", $	6.70 , $	0.65 
30080,3080,Arlington Transit - Arlington County,DR,PT,Active,Full Reporter: Operating,Arlington,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",26,"210,000",2013,6,2013,"269,046","27,451",9.80," $	164,779 "," $	987,009 ", $	35.96 , $	6.00 
30080,3080,Arlington Transit - Arlington County,DT,PT,Active,Full Reporter: Operating,Arlington,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",26,"210,000",2013,6,2013,"202,680","67,560",3.00," $	328,864 "," $	1,568,046 ", $	23.21 , $	4.87 
30080,3080,Arlington Transit - Arlington County,MB,PT,Active,Full Reporter: Operating,Arlington,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",26,"210,000",2013,6,2013,"5,554,359","2,644,933",2.10," $	2,708,967 "," $	8,706,973 ", $	3.29 , $	1.02 
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,CB,PT,Active,Full Reporter: Operating,Leesburg,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",517,"328,533",2013,6,2013,"42,267,152","1,325,176",31.90," $	7,652,415 "," $	10,157,454 ", $	7.67 , $	5.77 
30081,3081,Loudoun County Commuter Bus Service - Office of Transportation Services,MB,PT,Active,Full Reporter: Operating,Leesburg,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",517,"328,533",2013,6,2013,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,DR,DO,Active,Full Reporter: Operating,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,DR,PT,Active,Full Reporter: Operating,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,"2,559,054","304,004",8.42," $	797,763 "," $	10,819,386 ", $	35.59 , $	2.62 
30083,3083,Transportation District Commission of Hampton Roads,DT,PT,Active,Full Reporter: Operating,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,,,,,,,
30083,3083,Transportation District Commission of Hampton Roads,FB,PT,Active,Full Reporter: Operating,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,"123,866","336,838",0.37," $	313,134 "," $	1,705,130 ", $	5.06 , $	0.93 
30083,3083,Transportation District Commission of Hampton Roads,LR,DO,Active,Full Reporter: Operating,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,"7,004,670","1,762,284",3.97," $	687,892 "," $	12,374,424 ", $	7.02 , $	0.39 
30083,3083,Transportation District Commission of Hampton Roads,MB,DO,Active,Full Reporter: Operating,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,"86,543,203","16,217,920",5.34," $	13,260,332 "," $	62,865,214 ", $	3.88 , $	0.82 
30083,3083,Transportation District Commission of Hampton Roads,VP,DO,Active,Full Reporter: Operating,Hampton,VA,34,"Virginia Beach, VA",515,"1,439,666",515,"1,439,666",2013,6,2013,"6,959,229","189,528",36.72," $	1,023,780 "," $	1,308,080 ", $	6.90 , $	5.40 
,3084,University of Pittsburgh,VP,DO,Inactive,,,,,,,,,,2005,,,,,,,,,
30085,3085,Prince George's County Transit,DR,DO,Active,Full Reporter: Operating,Largo,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",487,"863,000",2013,6,2013,"1,164,295","137,461",8.47," $	12,861 "," $	3,041,239 ", $	22.12 , $	0.09 
30085,3085,Prince George's County Transit,MB,PT,Active,Full Reporter: Operating,Largo,MD,8,"Washington, DC-VA-MD","1,322","4,586,770",487,"863,000",2013,6,2013,"13,757,632","3,930,752",3.50," $	2,175,576 "," $	22,811,764 ", $	5.80 , $	0.55 
30087,3087,Fayette Area Coordinated Transportation,DR,DO,Active,Full Reporter: Operating,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39,"51,370",812,"136,606",2013,6,2013,"838,459","55,782",15.03," $	25,104 "," $	1,145,896 ", $	20.54 , $	0.45 
30087,3087,Fayette Area Coordinated Transportation,DR,PT,Active,Full Reporter: Operating,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39,"51,370",812,"136,606",2013,6,2013,"414,255","56,966",7.27," $	28,269 "," $	1,063,698 ", $	18.67 , $	0.50 
30087,3087,Fayette Area Coordinated Transportation,MB,DO,Active,Full Reporter: Operating,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39,"51,370",812,"136,606",2013,6,2013,"1,251,477","131,704",9.50," $	165,930 "," $	1,013,744 ", $	7.70 , $	1.26 
30087,3087,Fayette Area Coordinated Transportation,MB,PT,Active,Full Reporter: Operating,Lemont Furnace,PA,487,"Uniontown-Connellsville, PA",39,"51,370",812,"136,606",2013,6,2013,"496,198","66,881",7.42," $	32,085 "," $	725,567 ", $	10.85 , $	0.48 
30088,3088,"County Commissioners of Charles County, MD",DR,PT,Active,Full Reporter: Operating,Port Tobacco,MD,283,"Waldorf, MD",68,"109,919",461,"146,551",2013,6,2013,"237,903","28,663",8.30," $	10,003 "," $	1,299,034 ", $	45.32 , $	0.35 
30088,3088,"County Commissioners of Charles County, MD",MB,PT,Active,Full Reporter: Operating,Port Tobacco,MD,283,"Waldorf, MD",68,"109,919",461,"146,551",2013,6,2013,"5,505,059","723,398",7.61," $	335,471 "," $	4,640,711 ", $	6.42 , $	0.46 
30089,3089,Monongalia County Urban Mass Transit Authority,DR,DO,Active,Small Systems Reporter,Morgantown,WV,393,"Morgantown, WV",37,"70,350",256,"91,576",2013,6,2013,0,"14,008",0.00," $	144,657 "," $	264,696 ", $	18.90 , $	10.33 
30089,3089,Monongalia County Urban Mass Transit Authority,MB,DO,Active,Small Systems Reporter,Morgantown,WV,393,"Morgantown, WV",37,"70,350",256,"91,576",2013,6,2013,0,"1,263,477",0.00," $	1,471,087 "," $	3,631,904 ", $	2.87 , $	1.16 
30091,3091,Blacksburg Transit,DR,DO,Active,Full Reporter: Operating,Blacksburg,VA,328,"Blacksburg, VA",51,"88,542",28,"63,661",2013,6,2013,"93,579","30,970",3.02," $	24,204 "," $	878,370 ", $	28.36 , $	0.78 
30091,3091,Blacksburg Transit,MB,DO,Active,Full Reporter: Operating,Blacksburg,VA,328,"Blacksburg, VA",51,"88,542",28,"63,661",2013,6,2013,"6,632,440","3,499,257",1.90," $	3,167,733 "," $	5,227,418 ", $	1.49 , $	0.91 
30092,3092,Carroll County Department of Citizen Services,DR,PT,Active,Small Systems Reporter,Westminster,MD,383,"Westminster-Eldersburg, MD",58,"72,714",449,"167,217",2013,6,2013,0,"106,807",0.00," $	223,863 "," $	1,870,312 ", $	17.51 , $	2.10 
30092,3092,Carroll County Department of Citizen Services,MB,PT,Active,Small Systems Reporter,Westminster,MD,383,"Westminster-Eldersburg, MD",58,"72,714",449,"167,217",2013,6,2013,0,"15,572",0.00," $	20,747 "," $	232,579 ", $	14.94 , $	1.33 
30094,3094,City of Harrisonburg Department of Public Transportation,DR,DO,Active,Full Reporter: Operating,Harrisonburg,VA,413,"Harrisonburg, VA",33,"66,784",17,"51,828",2013,6,2013,"88,260","24,323",3.63," $	99,408 "," $	528,853 ", $	21.74 , $	4.09 
30094,3094,City of Harrisonburg Department of Public Transportation,DR,PT,Active,Full Reporter: Operating,Harrisonburg,VA,413,"Harrisonburg, VA",33,"66,784",17,"51,828",2013,6,2013,,,,,,,
30094,3094,City of Harrisonburg Department of Public Transportation,DT,PT,Active,Full Reporter: Operating,Harrisonburg,VA,413,"Harrisonburg, VA",33,"66,784",17,"51,828",2013,6,2013,,,,,,,
30094,3094,City of Harrisonburg Department of Public Transportation,MB,DO,Active,Full Reporter: Operating,Harrisonburg,VA,413,"Harrisonburg, VA",33,"66,784",17,"51,828",2013,6,2013,"6,879,879","2,724,912",2.52," $	1,552,174 "," $	3,177,384 ", $	1.17 , $	0.57 
30095,3095,County of Lebanon Transit Authority,CB,DO,Active,Full Reporter: Operating,Lebanon,PA,366,"Lebanon, PA",45,"77,086",362,"133,568",2013,6,2013,"648,716","23,235",27.92," $	27,845 "," $	518,244 ", $	22.30 , $	1.20 
30095,3095,County of Lebanon Transit Authority,DR,DO,Active,Full Reporter: Operating,Lebanon,PA,366,"Lebanon, PA",45,"77,086",362,"133,568",2013,6,2013,"349,327","49,192",7.10," $	908,409 "," $	1,002,534 ", $	20.38 , $	18.47 
30095,3095,County of Lebanon Transit Authority,MB,DO,Active,Full Reporter: Operating,Lebanon,PA,366,"Lebanon, PA",45,"77,086",362,"133,568",2013,6,2013,"1,406,440","267,835",5.25," $	320,214 "," $	1,998,865 ", $	7.46 , $	1.20 
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,DR,DO,Active,Full Reporter: Operating,Salisbury,MD,307,"Salisbury, MD-DE",71,"98,081","1,162","176,707",2013,6,2013,"1,182,688","98,440",12.01," $	87,261 "," $	2,787,503 ", $	28.32 , $	0.89 
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,DT,PT,Active,Full Reporter: Operating,Salisbury,MD,307,"Salisbury, MD-DE",71,"98,081","1,162","176,707",2013,6,2013,"459,168","15,140",30.33, $	-00 ," $	950,035 ", $	62.75 , $	-00 
30096,3096,The Tri-County Council for the Lower Eastern Shore of Maryland,MB,DO,Active,Full Reporter: Operating,Salisbury,MD,307,"Salisbury, MD-DE",71,"98,081","1,162","176,707",2013,6,2013,"9,188,274","304,651",30.16," $	860,293 "," $	3,012,918 ", $	9.89 , $	2.82 
30099,3099,City of Winchester,DR,DO,Active,Small Systems Reporter,Winchester,VA,398,"Winchester, VA",37,"69,449",9,"26,000",2013,6,2013,0,"14,845",0.00," $	7,272 "," $	151,706 ", $	10.22 , $	0.49 
30099,3099,City of Winchester,MB,DO,Active,Small Systems Reporter,Winchester,VA,398,"Winchester, VA",37,"69,449",9,"26,000",2013,6,2013,0,"115,345",0.00," $	81,538 "," $	777,238 ", $	6.74 , $	0.71 
30101,3101,City of Washington,DR,PT,Active,Full Reporter: Operating,Washington,PA,27,"Pittsburgh, PA",905,"1,733,853",33,"61,634",2013,6,2013,"29,845","11,704",2.55," $	16,695 "," $	145,582 ", $	12.44 , $	1.43 
30101,3101,City of Washington,MB,PT,Active,Full Reporter: Operating,Washington,PA,27,"Pittsburgh, PA",905,"1,733,853",33,"61,634",2013,6,2013,"700,892","46,081",15.21," $	91,932 "," $	1,175,301 ", $	25.51 , $	2.00 
30102,3102,Martz Trailways,CB,DO,Active,Full Reporter: Operating,Wilkes Barre,PA,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295","2,315","813,888",2013,12,2013,"72,154,720","985,389",73.22," $	20,214,450 "," $	16,883,162 ", $	17.13 , $	20.51 
30102,3102,Martz Trailways,MB,DO,Active,Full Reporter: Operating,Wilkes Barre,PA,1,"New York-Newark, NY-NJ-CT","3,450","18,351,295","2,315","813,888",2013,12,2013,,,,,,,
30103,3103,"Martz Group, National Coach Works of Virginia",CB,DO,Active,Full Reporter: Operating,Fredericksburg,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",682,"264,585",2013,12,2013,"11,486,482","262,061",43.83," $	2,604,832 "," $	2,801,872 ", $	10.69 , $	9.94 
30103,3103,"Martz Group, National Coach Works of Virginia",MB,DO,Active,Full Reporter: Operating,Fredericksburg,VA,8,"Washington, DC-VA-MD","1,322","4,586,770",682,"264,585",2013,12,2013,,,,,,,
30107,3107,West Virginia University - Morgantown Personal Rapid Transit,MG,DO,Active,Full Reporter: Operating,Morgantown,WV,393,"Morgantown, WV",37,"70,350",12,"60,037",2013,6,2013,"4,316,113","2,375,841",1.82," $	5,148,530 "," $	4,510,456 ", $	1.90 , $	2.17 
30111,3111,Washington Rides,DR,PT,Active,Full Reporter: Operating,Washington,PA,27,"Pittsburgh, PA",905,"1,733,853",,,2014,,,,,,,,,
30111,3111,Washington Rides,MB,PT,Active,Full Reporter: Operating,Washington,PA,27,"Pittsburgh, PA",905,"1,733,853",,,2014,,,,,,,,,
30112,3112,DDOT - Progressive Transportation Services Administration,MB,PT,Active,Full Reporter: Operating,Washington,DC,8,"Washington, DC-VA-MD","1,322","4,586,770",,,2014,,,,,,,,,
40001,4001,Chattanooga Area Regional Transportation Authority,DR,DO,Active,Full Reporter: Operating,Chattanooga,TN,100,"Chattanooga, TN-GA",300,"381,112",289,"167,674",2013,6,2013,"469,460","47,552",9.87," $	125,433 "," $	1,920,821 ", $	40.39 , $	2.64 
40001,4001,Chattanooga Area Regional Transportation Authority,DR,PT,Active,Full Reporter: Operating,Chattanooga,TN,100,"Chattanooga, TN-GA",300,"381,112",289,"167,674",2013,6,2013,"88,950","15,992",5.56," $	33,984 "," $	137,596 ", $	8.60 , $	2.13 
40001,4001,Chattanooga Area Regional Transportation Authority,IP,DO,Active,Full Reporter: Operating,Chattanooga,TN,100,"Chattanooga, TN-GA",300,"381,112",289,"167,674",2013,6,2013,"382,000","382,000",1.00," $	2,268,608 "," $	1,690,131 ", $	4.42 , $	5.94 
40001,4001,Chattanooga Area Regional Transportation Authority,MB,DO,Active,Full Reporter: Operating,Chattanooga,TN,100,"Chattanooga, TN-GA",300,"381,112",289,"167,674",2013,6,2013,"9,100,446","2,718,073",3.35," $	1,977,559 "," $	13,492,904 ", $	4.96 , $	0.73 
40002,4002,Knoxville Area Transit,DR,DO,Active,Full Reporter: Operating,Knoxville,TN,74,"Knoxville, TN",438,"558,696",104,"182,196",2013,6,2013,"416,037","173,586",2.40," $	157,219 "," $	2,286,547 ", $	13.17 , $	0.91 
40002,4002,Knoxville Area Transit,MB,DO,Active,Full Reporter: Operating,Knoxville,TN,74,"Knoxville, TN",438,"558,696",104,"182,196",2013,6,2013,"10,910,999","3,542,532",3.08," $	1,657,005 "," $	18,496,375 ", $	5.22 , $	0.47 
40003,4003,Memphis Area Transit Authority,DR,DO,Active,Full Reporter: Operating,Memphis,TN,41,"Memphis, TN-MS-AR",497,"1,060,061",311,"699,241",2013,6,2013,"3,120,309","252,589",12.35," $	550,541 "," $	6,472,064 ", $	25.62 , $	2.18 
40003,4003,Memphis Area Transit Authority,LR,DO,Active,Full Reporter: Operating,Memphis,TN,41,"Memphis, TN-MS-AR",497,"1,060,061",311,"699,241",2013,6,2013,,,,,,,
40003,4003,Memphis Area Transit Authority,MB,DO,Active,Full Reporter: Operating,Memphis,TN,41,"Memphis, TN-MS-AR",497,"1,060,061",311,"699,241",2013,6,2013,"47,358,550","8,739,627",5.42," $	9,100,958 "," $	43,257,609 ", $	4.95 , $	1.04 
40003,4003,Memphis Area Transit Authority,SR,DO,Active,Full Reporter: Operating,Memphis,TN,41,"Memphis, TN-MS-AR",497,"1,060,061",311,"699,241",2013,6,2013,"1,199,886","1,468,030",0.82," $	846,992 "," $	4,440,780 ", $	3.03 , $	0.58 
40004,4004,Metropolitan Transit Authority,CB,DO,Active,Full Reporter: Operating,Nashville,TN,44,"Nashville-Davidson, TN",563,"969,587",484,"626,681",2013,6,2013,,,,,,,
40004,4004,Metropolitan Transit Authority,DR,DO,Active,Full Reporter: Operating,Nashville,TN,44,"Nashville-Davidson, TN",563,"969,587",484,"626,681",2013,6,2013,"4,589,894","279,038",16.45," $	812,303 "," $	14,874,129 ", $	53.31 , $	2.91 
40004,4004,Metropolitan Transit Authority,DR,PT,Active,Full Reporter: Operating,Nashville,TN,44,"Nashville-Davidson, TN",563,"969,587",484,"626,681",2013,6,2013,,,,,,,
40004,4004,Metropolitan Transit Authority,DT,PT,Active,Full Reporter: Operating,Nashville,TN,44,"Nashville-Davidson, TN",563,"969,587",484,"626,681",2013,6,2013,"794,820","106,311",7.48," $	669,827 "," $	3,616,277 ", $	34.02 , $	6.30 
40004,4004,Metropolitan Transit Authority,MB,DO,Active,Full Reporter: Operating,Nashville,TN,44,"Nashville-Davidson, TN",563,"969,587",484,"626,681",2013,6,2013,"54,531,688","9,489,110",5.75," $	10,453,080 "," $	41,937,673 ", $	4.42 , $	1.10 
40005,4005,ART (Asheville Redefines Transit),DR,DO,Active,Full Reporter: Operating,Asheville,NC,133,"Asheville, NC",265,"280,648",45,"83,393",2013,6,2013,,,,,,,
40005,4005,ART (Asheville Redefines Transit),DR,PT,Active,Full Reporter: Operating,Asheville,NC,133,"Asheville, NC",265,"280,648",45,"83,393",2013,6,2013,,,," $	50,558 "," $	371,513 ",,
40005,4005,ART (Asheville Redefines Transit),MB,DO,Active,Full Reporter: Operating,Asheville,NC,133,"Asheville, NC",265,"280,648",45,"83,393",2013,6,2013,"4,700,375","1,437,104",3.27," $	800,146 "," $	5,347,924 ", $	3.72 , $	0.56 
40006,4006,Cape Fear Public Transportation Authority,DR,DO,Active,Full Reporter: Operating,Wilmington,NC,161,"Wilmington, NC",134,"219,957",32,"161,149",2013,6,2013,"592,409","59,586",9.94," $	585,564 "," $	1,123,394 ", $	18.85 , $	9.83 
40006,4006,Cape Fear Public Transportation Authority,MB,DO,Active,Full Reporter: Operating,Wilmington,NC,161,"Wilmington, NC",134,"219,957",32,"161,149",2013,6,2013,,,,,,,
40006,4006,Cape Fear Public Transportation Authority,MB,PT,Active,Full Reporter: Operating,Wilmington,NC,161,"Wilmington, NC",134,"219,957",32,"161,149",2013,6,2013,"6,480,647","1,517,716",4.27," $	3,432,683 "," $	6,744,871 ", $	4.44 , $	2.26 
40006,4006,Cape Fear Public Transportation Authority,TB,DO,Active,Full Reporter: Operating,Wilmington,NC,161,"Wilmington, NC",134,"219,957",32,"161,149",2013,6,2013,,,,,,,
40006,4006,Cape Fear Public Transportation Authority,VP,DO,Active,Full Reporter: Operating,Wilmington,NC,161,"Wilmington, NC",134,"219,957",32,"161,149",2013,6,2013,"83,072","1,910",43.49," $	15,367 "," $	11,640 ", $	6.09 , $	8.05 
40007,4007,Capital Area Transit,DR,DO,Active,Full Reporter: Operating,Raleigh,NC,50,"Raleigh, NC",518,"884,891",125,"347,729",2013,6,2013,,,,,,,
40007,4007,Capital Area Transit,DR,PT,Active,Full Reporter: Operating,Raleigh,NC,50,"Raleigh, NC",518,"884,891",125,"347,729",2013,6,2013,,,,,,,
40007,4007,Capital Area Transit,DT,PT,Active,Full Reporter: Operating,Raleigh,NC,50,"Raleigh, NC",518,"884,891",125,"347,729",2013,6,2013,"3,482,573","402,081",8.66," $	652,489 "," $	7,926,610 ", $	19.71 , $	1.62 
40007,4007,Capital Area Transit,MB,DO,Active,Full Reporter: Operating,Raleigh,NC,50,"Raleigh, NC",518,"884,891",125,"347,729",2013,6,2013,"29,725,862","6,393,835",4.65," $	3,044,730 "," $	19,980,730 ", $	3.13 , $	0.48 
40008,4008,Charlotte Area Transit System,CB,DO,Active,Full Reporter: Operating,Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",688,"1,098,944",2013,6,2013,,,,,,,
40008,4008,Charlotte Area Transit System,DR,DO,Active,Full Reporter: Operating,Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",688,"1,098,944",2013,6,2013,"2,380,962","233,775",10.18," $	681,636 "," $	8,933,700 ", $	38.22 , $	2.92 
40008,4008,Charlotte Area Transit System,DR,PT,Active,Full Reporter: Operating,Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",688,"1,098,944",2013,6,2013,,,,,,,
40008,4008,Charlotte Area Transit System,LR,DO,Active,Full Reporter: Operating,Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",688,"1,098,944",2013,6,2013,"24,658,256","4,919,307",5.01," $	4,358,896 "," $	13,084,582 ", $	2.66 , $	0.89 
40008,4008,Charlotte Area Transit System,MB,DO,Active,Full Reporter: Operating,Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",688,"1,098,944",2013,6,2013,"106,887,467","23,298,345",4.59," $	21,568,146 "," $	81,364,587 ", $	3.49 , $	0.93 
40008,4008,Charlotte Area Transit System,MB,PT,Active,Full Reporter: Operating,Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",688,"1,098,944",2013,6,2013,,,,,,,
40008,4008,Charlotte Area Transit System,TB,DO,Active,Full Reporter: Operating,Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",688,"1,098,944",2013,6,2013,,,,,,,
40008,4008,Charlotte Area Transit System,VP,DO,Active,Full Reporter: Operating,Charlotte,NC,38,"Charlotte, NC-SC",741,"1,249,442",688,"1,098,944",2013,6,2013,"12,440,858","260,678",47.73," $	656,498 "," $	1,264,947 ", $	4.85 , $	2.52 
40009,4009,Fayetteville Area System of Transit,DR,DO,Active,Full Reporter: Operating,Fayetteville,NC,122,"Fayetteville, NC",198,"310,282",95,"150,131",2013,6,2013,"391,805","53,319",7.35," $	72,865 "," $	1,686,929 ", $	31.64 , $	1.37 
40009,4009,Fayetteville Area System of Transit,MB,DO,Active,Full Reporter: Operating,Fayetteville,NC,122,"Fayetteville, NC",198,"310,282",95,"150,131",2013,6,2013,"8,072,255","1,699,422",4.75," $	1,031,083 "," $	4,900,557 ", $	2.88 , $	0.61 
